off_eth,vic_eth,vic_band,off_band,rel,n
unknown,nh_other,30-34,25-29,unknown,1
unknown,nh_other,30-34,30-34,family,1
unknown,nh_other,30-34,30-34,intimate,3
unknown,nh_other,30-34,35-39,unknown,1
unknown,nh_other,30-34,40-44,intimate,1
unknown,nh_other,35-39,15-19,unknown,1
unknown,nh_other,35-39,20-24,unknown,1
unknown,nh_other,35-39,25-29,acquaintance,1
unknown,nh_other,35-39,30-34,stranger,1
unknown,nh_other,35-39,30-34,unknown,2
unknown,nh_other,35-39,35-39,acquaintance,3
unknown,nh_other,35-39,35-39,intimate,1
unknown,nh_other,35-39,40-44,acquaintance,1
unknown,nh_other,35-39,40-44,stranger,1
unknown,nh_other,35-39,40-44,unknown,2
unknown,nh_other,35-39,45-49,intimate,1
unknown,nh_other,35-39,45-49,stranger,1
unknown,nh_other,35-39,50-54,intimate,1
unknown,nh_other,35-39,55-59,acquaintance,1
unknown,nh_other,35-39,55-59,intimate,1
unknown,nh_other,35-39,55-59,unknown,1
unknown,nh_other,35-39,60-64,intimate,1
unknown,nh_other,35-39,70-74,family,1
unknown,nh_other,35-39,unknown,unknown,1
unknown,nh_other,40-44,20-24,acquaintance,1
unknown,nh_other,40-44,20-24,unknown,1
unknown,nh_other,40-44,25-29,unknown,2
unknown,nh_other,40-44,30-34,unknown,2
unknown,nh_other,40-44,35-39,acquaintance,1
unknown,nh_other,40-44,40-44,intimate,2
unknown,nh_other,40-44,45-49,acquaintance,3
unknown,nh_other,40-44,45-49,unknown,1
unknown,nh_other,40-44,55-59,intimate,2
unknown,nh_other,40-44,unknown,stranger,1
unknown,nh_other,45-49,20-24,stranger,1
unknown,nh_other,45-49,25-29,family,1
unknown,nh_other,45-49,30-34,stranger,1
unknown,nh_other,45-49,40-44,acquaintance,1
unknown,nh_other,45-49,40-44,stranger,2
unknown,nh_other,45-49,40-44,unknown,1
unknown,nh_other,45-49,50-54,acquaintance,1
unknown,nh_other,45-49,50-54,family,1
unknown,nh_other,45-49,55-59,intimate,1
unknown,nh_other,45-49,70-74,intimate,1
unknown,nh_other,45-49,80-84,intimate,1
unknown,nh_other,5-9,30-34,family,1
unknown,nh_other,5-9,45-49,family,1
unknown,nh_other,50-54,20-24,acquaintance,2
unknown,nh_other,50-54,20-24,family,1
unknown,nh_other,50-54,45-49,unknown,1
unknown,nh_other,50-54,50-54,family,1
unknown,nh_other,50-54,50-54,intimate,3
unknown,nh_other,50-54,55-59,intimate,1
unknown,nh_other,50-54,60-64,intimate,1
unknown,nh_other,50-54,80-84,intimate,1
unknown,nh_other,50-54,unknown,unknown,1
unknown,nh_other,55-59,15-19,family,1
unknown,nh_other,55-59,20-24,family,1
unknown,nh_other,55-59,25-29,family,1
unknown,nh_other,55-59,30-34,family,1
unknown,nh_other,55-59,35-39,intimate,1
unknown,nh_other,55-59,40-44,family,1
unknown,nh_other,55-59,55-59,intimate,1
unknown,nh_other,55-59,60-64,intimate,2
unknown,nh_other,55-59,75-79,unknown,1
unknown,nh_other,60-64,15-19,stranger,2
unknown,nh_other,60-64,25-29,stranger,2
unknown,nh_other,60-64,30-34,family,2
unknown,nh_other,65-69,20-24,family,1
unknown,nh_other,65-69,30-34,stranger,1
unknown,nh_other,65-69,40-44,unknown,1
unknown,nh_other,65-69,55-59,acquaintance,1
unknown,nh_other,65-69,60-64,intimate,1
unknown,nh_other,65-69,60-64,stranger,1
unknown,nh_other,65-69,65-69,intimate,2
unknown,nh_other,70-74,25-29,family,1
unknown,nh_other,70-74,30-34,family,1
unknown,nh_other,70-74,50-54,family,1
unknown,nh_other,70-74,65-69,intimate,1
unknown,nh_other,75-79,35-39,family,1
unknown,nh_other,75-79,unknown,unknown,1
unknown,nh_white,0-4,10-14,family,1
unknown,nh_white,0-4,15-19,family,4
unknown,nh_white,0-4,20-24,acquaintance,2
unknown,nh_white,0-4,20-24,family,10
unknown,nh_white,0-4,20-24,unknown,1
unknown,nh_white,0-4,25-29,acquaintance,2
unknown,nh_white,0-4,25-29,family,16
unknown,nh_white,0-4,25-29,unknown,1
unknown,nh_white,0-4,30-34,acquaintance,2
unknown,nh_white,0-4,30-34,family,6
unknown,nh_white,0-4,35-39,acquaintance,2
unknown,nh_white,0-4,35-39,family,5
unknown,nh_white,0-4,40-44,family,3
unknown,nh_white,0-4,45-49,family,1
unknown,nh_white,0-4,50-54,family,1
unknown,nh_white,0-4,55-59,family,2
unknown,nh_white,10-14,10-14,acquaintance,3
unknown,nh_white,10-14,10-14,family,1
unknown,nh_white,10-14,10-14,stranger,1
unknown,nh_white,10-14,15-19,acquaintance,2
unknown,nh_white,10-14,15-19,intimate,1
unknown,nh_white,10-14,15-19,unknown,2
unknown,nh_white,10-14,20-24,family,1
unknown,nh_white,10-14,20-24,stranger,1
unknown,nh_white,10-14,25-29,stranger,1
unknown,nh_white,10-14,35-39,family,3
unknown,nh_white,10-14,45-49,family,2
unknown,nh_white,10-14,60-64,family,1
unknown,nh_white,10-14,unknown,unknown,1
unknown,nh_white,15-19,15-19,acquaintance,18
unknown,nh_white,15-19,15-19,family,1
unknown,nh_white,15-19,15-19,intimate,3
unknown,nh_white,15-19,15-19,stranger,3
unknown,nh_white,15-19,15-19,unknown,8
unknown,nh_white,15-19,20-24,acquaintance,6
unknown,nh_white,15-19,20-24,family,1
unknown,nh_white,15-19,20-24,intimate,3
unknown,nh_white,15-19,20-24,stranger,4
unknown,nh_white,15-19,20-24,unknown,3
unknown,nh_white,15-19,25-29,acquaintance,4
unknown,nh_white,15-19,25-29,family,1
unknown,nh_white,15-19,25-29,intimate,1
unknown,nh_white,15-19,25-29,stranger,3
unknown,nh_white,15-19,25-29,unknown,2
unknown,nh_white,15-19,30-34,acquaintance,3
unknown,nh_white,15-19,30-34,unknown,1
unknown,nh_white,15-19,35-39,acquaintance,1
unknown,nh_white,15-19,40-44,acquaintance,1
unknown,nh_white,15-19,40-44,family,2
unknown,nh_white,15-19,45-49,family,2
unknown,nh_white,15-19,50-54,family,2
unknown,nh_white,15-19,50-54,stranger,1
unknown,nh_white,15-19,65-69,family,1
unknown,nh_white,15-19,75-79,family,1
unknown,nh_white,15-19,unknown,unknown,5
unknown,nh_white,20-24,15-19,acquaintance,11
unknown,nh_white,20-24,15-19,family,3
unknown,nh_white,20-24,15-19,intimate,1
unknown,nh_white,20-24,15-19,stranger,3
unknown,nh_white,20-24,15-19,unknown,6
unknown,nh_white,20-24,20-24,acquaintance,28
unknown,nh_white,20-24,20-24,intimate,14
unknown,nh_white,20-24,20-24,stranger,4
unknown,nh_white,20-24,20-24,unknown,14
unknown,nh_white,20-24,25-29,acquaintance,12
unknown,nh_white,20-24,25-29,intimate,13
unknown,nh_white,20-24,25-29,stranger,2
unknown,nh_white,20-24,25-29,unknown,6
unknown,nh_white,20-24,30-34,acquaintance,4
unknown,nh_white,20-24,30-34,intimate,1
unknown,nh_white,20-24,30-34,stranger,1
unknown,nh_white,20-24,30-34,unknown,3
unknown,nh_white,20-24,35-39,acquaintance,6
unknown,nh_white,20-24,35-39,family,2
unknown,nh_white,20-24,35-39,intimate,3
unknown,nh_white,20-24,35-39,stranger,3
unknown,nh_white,20-24,35-39,unknown,3
unknown,nh_white,20-24,40-44,acquaintance,8
unknown,nh_white,20-24,40-44,family,2
unknown,nh_white,20-24,40-44,intimate,1
unknown,nh_white,20-24,40-44,stranger,2
unknown,nh_white,20-24,40-44,unknown,2
unknown,nh_white,20-24,45-49,acquaintance,1
unknown,nh_white,20-24,45-49,family,3
unknown,nh_white,20-24,45-49,stranger,2
unknown,nh_white,20-24,50-54,family,1
unknown,nh_white,20-24,55-59,acquaintance,3
unknown,nh_white,20-24,55-59,intimate,1
unknown,nh_white,20-24,60-64,acquaintance,1
unknown,nh_white,20-24,65-69,stranger,1
unknown,nh_white,20-24,unknown,acquaintance,1
unknown,nh_white,20-24,unknown,unknown,5
unknown,nh_white,25-29,15-19,acquaintance,6
unknown,nh_white,25-29,15-19,stranger,1
unknown,nh_white,25-29,15-19,unknown,2
unknown,nh_white,25-29,20-24,acquaintance,9
unknown,nh_white,25-29,20-24,family,2
unknown,nh_white,25-29,20-24,intimate,4
unknown,nh_white,25-29,20-24,stranger,6
unknown,nh_white,25-29,20-24,unknown,3
unknown,nh_white,25-29,25-29,acquaintance,23
unknown,nh_white,25-29,25-29,family,2
unknown,nh_white,25-29,25-29,intimate,12
unknown,nh_white,25-29,25-29,stranger,4
unknown,nh_white,25-29,25-29,unknown,11
unknown,nh_white,25-29,30-34,acquaintance,23
unknown,nh_white,25-29,30-34,intimate,12
unknown,nh_white,25-29,30-34,stranger,7
unknown,nh_white,25-29,30-34,unknown,8
unknown,nh_white,25-29,35-39,acquaintance,7
unknown,nh_white,25-29,35-39,family,3
unknown,nh_white,25-29,35-39,intimate,2
unknown,nh_white,25-29,35-39,stranger,3
unknown,nh_white,25-29,35-39,unknown,3
unknown,nh_white,25-29,40-44,acquaintance,7
unknown,nh_white,25-29,40-44,family,1
unknown,nh_white,25-29,40-44,intimate,5
unknown,nh_white,25-29,40-44,stranger,1
unknown,nh_white,25-29,40-44,unknown,2
unknown,nh_white,25-29,45-49,acquaintance,1
unknown,nh_white,25-29,45-49,family,3
unknown,nh_white,25-29,50-54,acquaintance,6
unknown,nh_white,25-29,50-54,family,3
unknown,nh_white,25-29,50-54,intimate,1
unknown,nh_white,25-29,50-54,stranger,1
unknown,nh_white,25-29,50-54,unknown,1
unknown,nh_white,25-29,55-59,acquaintance,2
unknown,nh_white,25-29,55-59,family,2
unknown,nh_white,25-29,60-64,family,1
unknown,nh_white,25-29,60-64,intimate,1
unknown,nh_white,25-29,60-64,stranger,1
unknown,nh_white,25-29,65-69,acquaintance,2
unknown,nh_white,25-29,70-74,acquaintance,1
unknown,nh_white,25-29,70-74,stranger,1
unknown,nh_white,25-29,unknown,acquaintance,2
unknown,nh_white,25-29,unknown,stranger,2
unknown,nh_white,25-29,unknown,unknown,12
unknown,nh_white,30-34,10-14,family,2
unknown,nh_white,30-34,15-19,family,1
unknown,nh_white,30-34,15-19,intimate,1
unknown,nh_white,30-34,15-19,stranger,1
unknown,nh_white,30-34,15-19,unknown,4
unknown,nh_white,30-34,20-24,acquaintance,14
unknown,nh_white,30-34,20-24,family,3
unknown,nh_white,30-34,20-24,stranger,4
unknown,nh_white,30-34,20-24,unknown,6
unknown,nh_white,30-34,25-29,acquaintance,20
unknown,nh_white,30-34,25-29,family,2
unknown,nh_white,30-34,25-29,intimate,6
unknown,nh_white,30-34,25-29,stranger,6
unknown,nh_white,30-34,25-29,unknown,11
unknown,nh_white,30-34,30-34,acquaintance,25
unknown,nh_white,30-34,30-34,intimate,18
unknown,nh_white,30-34,30-34,stranger,4
unknown,nh_white,30-34,30-34,unknown,10
unknown,nh_white,30-34,35-39,acquaintance,15
unknown,nh_white,30-34,35-39,family,1
unknown,nh_white,30-34,35-39,intimate,16
unknown,nh_white,30-34,35-39,stranger,1
unknown,nh_white,30-34,35-39,unknown,6
unknown,nh_white,30-34,40-44,acquaintance,17
unknown,nh_white,30-34,40-44,intimate,4
unknown,nh_white,30-34,40-44,stranger,3
unknown,nh_white,30-34,40-44,unknown,4
unknown,nh_white,30-34,45-49,acquaintance,6
unknown,nh_white,30-34,45-49,family,1
unknown,nh_white,30-34,45-49,intimate,5
unknown,nh_white,30-34,50-54,acquaintance,3
unknown,nh_white,30-34,50-54,family,3
unknown,nh_white,30-34,50-54,intimate,3
unknown,nh_white,30-34,50-54,stranger,1
unknown,nh_white,30-34,50-54,unknown,1
unknown,nh_white,30-34,55-59,acquaintance,3
unknown,nh_white,30-34,55-59,family,1
unknown,nh_white,30-34,55-59,intimate,1
unknown,nh_white,30-34,60-64,acquaintance,3
unknown,nh_white,30-34,60-64,family,2
unknown,nh_white,30-34,60-64,stranger,1
unknown,nh_white,30-34,65-69,acquaintance,1
unknown,nh_white,30-34,65-69,family,1
unknown,nh_white,30-34,70-74,stranger,1
unknown,nh_white,30-34,80-84,unknown,1
unknown,nh_white,30-34,unknown,acquaintance,1
unknown,nh_white,30-34,unknown,stranger,3
unknown,nh_white,30-34,unknown,unknown,5
unknown,nh_white,35-39,10-14,acquaintance,1
unknown,nh_white,35-39,10-14,family,1
unknown,nh_white,35-39,15-19,family,1
unknown,nh_white,35-39,15-19,stranger,1
unknown,nh_white,35-39,15-19,unknown,3
unknown,nh_white,35-39,20-24,acquaintance,7
unknown,nh_white,35-39,20-24,family,2
unknown,nh_white,35-39,20-24,intimate,1
unknown,nh_white,35-39,20-24,stranger,4
unknown,nh_white,35-39,20-24,unknown,3
unknown,nh_white,35-39,25-29,acquaintance,15
unknown,nh_white,35-39,25-29,intimate,7
unknown,nh_white,35-39,25-29,stranger,4
unknown,nh_white,35-39,25-29,unknown,6
unknown,nh_white,35-39,30-34,acquaintance,15
unknown,nh_white,35-39,30-34,family,6
unknown,nh_white,35-39,30-34,intimate,7
unknown,nh_white,35-39,30-34,stranger,8
unknown,nh_white,35-39,30-34,unknown,9
unknown,nh_white,35-39,35-39,acquaintance,11
unknown,nh_white,35-39,35-39,family,2
unknown,nh_white,35-39,35-39,intimate,17
unknown,nh_white,35-39,35-39,stranger,2
unknown,nh_white,35-39,35-39,unknown,7
unknown,nh_white,35-39,40-44,acquaintance,7
unknown,nh_white,35-39,40-44,family,2
unknown,nh_white,35-39,40-44,intimate,15
unknown,nh_white,35-39,40-44,stranger,4
unknown,nh_white,35-39,40-44,unknown,2
unknown,nh_white,35-39,45-49,acquaintance,6
unknown,nh_white,35-39,45-49,intimate,4
unknown,nh_white,35-39,45-49,stranger,3
unknown,nh_white,35-39,45-49,unknown,3
unknown,nh_white,35-39,50-54,acquaintance,3
unknown,nh_white,35-39,50-54,intimate,2
unknown,nh_white,35-39,50-54,stranger,1
unknown,nh_white,35-39,50-54,unknown,3
unknown,nh_white,35-39,55-59,acquaintance,5
unknown,nh_white,35-39,55-59,family,1
unknown,nh_white,35-39,55-59,intimate,3
unknown,nh_white,35-39,55-59,stranger,2
unknown,nh_white,35-39,55-59,unknown,2
unknown,nh_white,35-39,60-64,acquaintance,3
unknown,nh_white,35-39,60-64,family,2
unknown,nh_white,35-39,60-64,intimate,3
unknown,nh_white,35-39,60-64,stranger,2
unknown,nh_white,35-39,60-64,unknown,3
unknown,nh_white,35-39,65-69,acquaintance,1
unknown,nh_white,35-39,65-69,family,5
unknown,nh_white,35-39,65-69,stranger,1
unknown,nh_white,35-39,70-74,family,1
unknown,nh_white,35-39,75-79,unknown,1
unknown,nh_white,35-39,85+,acquaintance,1
unknown,nh_white,35-39,unknown,unknown,5
unknown,nh_white,40-44,10-14,acquaintance,1
unknown,nh_white,40-44,10-14,family,1
unknown,nh_white,40-44,15-19,acquaintance,1
unknown,nh_white,40-44,15-19,family,6
unknown,nh_white,40-44,15-19,intimate,1
unknown,nh_white,40-44,15-19,stranger,1
unknown,nh_white,40-44,15-19,unknown,1
unknown,nh_white,40-44,20-24,acquaintance,8
unknown,nh_white,40-44,20-24,family,5
unknown,nh_white,40-44,20-24,stranger,7
unknown,nh_white,40-44,20-24,unknown,5
unknown,nh_white,40-44,25-29,acquaintance,13
unknown,nh_white,40-44,25-29,family,1
unknown,nh_white,40-44,25-29,intimate,1
unknown,nh_white,40-44,25-29,stranger,2
unknown,nh_white,40-44,25-29,unknown,5
unknown,nh_white,40-44,30-34,acquaintance,8
unknown,nh_white,40-44,30-34,family,1
unknown,nh_white,40-44,30-34,intimate,5
unknown,nh_white,40-44,30-34,stranger,7
unknown,nh_white,40-44,30-34,unknown,3
unknown,nh_white,40-44,35-39,acquaintance,17
unknown,nh_white,40-44,35-39,family,1
unknown,nh_white,40-44,35-39,intimate,5
unknown,nh_white,40-44,35-39,stranger,3
unknown,nh_white,40-44,35-39,unknown,3
unknown,nh_white,40-44,40-44,acquaintance,21
unknown,nh_white,40-44,40-44,family,3
unknown,nh_white,40-44,40-44,intimate,22
unknown,nh_white,40-44,40-44,stranger,3
unknown,nh_white,40-44,40-44,unknown,2
unknown,nh_white,40-44,45-49,acquaintance,9
unknown,nh_white,40-44,45-49,intimate,14
unknown,nh_white,40-44,45-49,stranger,2
unknown,nh_white,40-44,45-49,unknown,4
unknown,nh_white,40-44,50-54,acquaintance,10
unknown,nh_white,40-44,50-54,family,1
unknown,nh_white,40-44,50-54,intimate,7
unknown,nh_white,40-44,50-54,stranger,1
unknown,nh_white,40-44,50-54,unknown,4
unknown,nh_white,40-44,55-59,acquaintance,1
unknown,nh_white,40-44,55-59,family,1
unknown,nh_white,40-44,55-59,intimate,3
unknown,nh_white,40-44,55-59,stranger,1
unknown,nh_white,40-44,55-59,unknown,3
unknown,nh_white,40-44,60-64,acquaintance,2
unknown,nh_white,40-44,60-64,family,2
unknown,nh_white,40-44,60-64,intimate,1
unknown,nh_white,40-44,60-64,unknown,2
unknown,nh_white,40-44,65-69,acquaintance,2
unknown,nh_white,40-44,65-69,family,3
unknown,nh_white,40-44,65-69,unknown,1
unknown,nh_white,40-44,70-74,acquaintance,1
unknown,nh_white,40-44,70-74,unknown,1
unknown,nh_white,40-44,75-79,family,1
unknown,nh_white,40-44,75-79,intimate,1
unknown,nh_white,40-44,80-84,intimate,1
unknown,nh_white,40-44,unknown,stranger,1
unknown,nh_white,40-44,unknown,unknown,6
unknown,nh_white,45-49,10-14,acquaintance,1
unknown,nh_white,45-49,15-19,acquaintance,4
unknown,nh_white,45-49,15-19,family,6
unknown,nh_white,45-49,15-19,stranger,3
unknown,nh_white,45-49,15-19,unknown,2
unknown,nh_white,45-49,20-24,acquaintance,2
unknown,nh_white,45-49,20-24,family,6
unknown,nh_white,45-49,20-24,stranger,6
unknown,nh_white,45-49,20-24,unknown,3
unknown,nh_white,45-49,25-29,acquaintance,11
unknown,nh_white,45-49,25-29,family,8
unknown,nh_white,45-49,25-29,intimate,2
unknown,nh_white,45-49,25-29,unknown,4
unknown,nh_white,45-49,30-34,acquaintance,10
unknown,nh_white,45-49,30-34,family,2
unknown,nh_white,45-49,30-34,intimate,4
unknown,nh_white,45-49,30-34,stranger,4
unknown,nh_white,45-49,30-34,unknown,3
unknown,nh_white,45-49,35-39,acquaintance,5
unknown,nh_white,45-49,35-39,family,1
unknown,nh_white,45-49,35-39,intimate,5
unknown,nh_white,45-49,35-39,unknown,3
unknown,nh_white,45-49,40-44,acquaintance,6
unknown,nh_white,45-49,40-44,intimate,2
unknown,nh_white,45-49,40-44,stranger,2
unknown,nh_white,45-49,40-44,unknown,5
unknown,nh_white,45-49,45-49,acquaintance,7
unknown,nh_white,45-49,45-49,family,2
unknown,nh_white,45-49,45-49,intimate,4
unknown,nh_white,45-49,45-49,stranger,2
unknown,nh_white,45-49,50-54,acquaintance,9
unknown,nh_white,45-49,50-54,family,1
unknown,nh_white,45-49,50-54,intimate,6
unknown,nh_white,45-49,50-54,stranger,1
unknown,nh_white,45-49,50-54,unknown,1
unknown,nh_white,45-49,55-59,acquaintance,3
unknown,nh_white,45-49,55-59,intimate,10
unknown,nh_white,45-49,55-59,stranger,2
unknown,nh_white,45-49,55-59,unknown,1
unknown,nh_white,45-49,60-64,acquaintance,1
unknown,nh_white,45-49,60-64,intimate,2
unknown,nh_white,45-49,60-64,stranger,1
unknown,nh_white,45-49,60-64,unknown,2
unknown,nh_white,45-49,65-69,acquaintance,4
unknown,nh_white,45-49,65-69,family,1
unknown,nh_white,45-49,65-69,intimate,2
unknown,nh_white,45-49,70-74,family,1
unknown,nh_white,45-49,70-74,intimate,1
unknown,nh_white,45-49,75-79,intimate,1
unknown,nh_white,45-49,80-84,acquaintance,1
unknown,nh_white,45-49,unknown,stranger,1
unknown,nh_white,45-49,unknown,unknown,2
unknown,nh_white,5-9,15-19,family,1
unknown,nh_white,5-9,20-24,family,1
unknown,nh_white,5-9,25-29,family,3
unknown,nh_white,5-9,25-29,stranger,1
unknown,nh_white,5-9,25-29,unknown,1
unknown,nh_white,5-9,30-34,family,3
unknown,nh_white,5-9,35-39,family,2
unknown,nh_white,5-9,40-44,family,4
unknown,nh_white,5-9,5-9,acquaintance,1
unknown,nh_white,5-9,50-54,family,1
unknown,nh_white,5-9,55-59,family,1
unknown,nh_white,5-9,65-69,family,1
unknown,nh_white,50-54,10-14,family,1
unknown,nh_white,50-54,10-14,stranger,1
unknown,nh_white,50-54,15-19,acquaintance,2
unknown,nh_white,50-54,15-19,family,3
unknown,nh_white,50-54,15-19,stranger,1
unknown,nh_white,50-54,20-24,acquaintance,4
unknown,nh_white,50-54,20-24,family,6
unknown,nh_white,50-54,20-24,stranger,4
unknown,nh_white,50-54,20-24,unknown,1
unknown,nh_white,50-54,25-29,acquaintance,6
unknown,nh_white,50-54,25-29,family,6
unknown,nh_white,50-54,25-29,intimate,2
unknown,nh_white,50-54,25-29,stranger,3
unknown,nh_white,50-54,25-29,unknown,3
unknown,nh_white,50-54,30-34,acquaintance,4
unknown,nh_white,50-54,30-34,family,1
unknown,nh_white,50-54,30-34,intimate,1
unknown,nh_white,50-54,30-34,stranger,2
unknown,nh_white,50-54,30-34,unknown,1
unknown,nh_white,50-54,35-39,acquaintance,2
unknown,nh_white,50-54,35-39,family,4
unknown,nh_white,50-54,35-39,stranger,1
unknown,nh_white,50-54,35-39,unknown,1
unknown,nh_white,50-54,40-44,acquaintance,6
unknown,nh_white,50-54,40-44,intimate,3
unknown,nh_white,50-54,40-44,stranger,2
unknown,nh_white,50-54,45-49,acquaintance,8
unknown,nh_white,50-54,45-49,family,2
unknown,nh_white,50-54,45-49,intimate,6
unknown,nh_white,50-54,45-49,stranger,1
unknown,nh_white,50-54,50-54,acquaintance,5
unknown,nh_white,50-54,50-54,family,3
unknown,nh_white,50-54,50-54,intimate,7
unknown,nh_white,50-54,50-54,stranger,1
unknown,nh_white,50-54,50-54,unknown,2
unknown,nh_white,50-54,55-59,acquaintance,4
unknown,nh_white,50-54,55-59,family,2
unknown,nh_white,50-54,55-59,intimate,10
unknown,nh_white,50-54,55-59,stranger,1
unknown,nh_white,50-54,55-59,unknown,1
unknown,nh_white,50-54,60-64,acquaintance,3
unknown,nh_white,50-54,60-64,intimate,4
unknown,nh_white,50-54,60-64,stranger,1
unknown,nh_white,50-54,60-64,unknown,2
unknown,nh_white,50-54,65-69,acquaintance,2
unknown,nh_white,50-54,65-69,family,1
unknown,nh_white,50-54,65-69,stranger,2
unknown,nh_white,50-54,70-74,acquaintance,1
unknown,nh_white,50-54,70-74,family,2
unknown,nh_white,50-54,70-74,stranger,2
unknown,nh_white,50-54,80-84,family,1
unknown,nh_white,50-54,80-84,intimate,1
unknown,nh_white,50-54,85+,acquaintance,1
unknown,nh_white,50-54,unknown,acquaintance,2
unknown,nh_white,50-54,unknown,stranger,2
unknown,nh_white,50-54,unknown,unknown,2
unknown,nh_white,55-59,15-19,acquaintance,1
unknown,nh_white,55-59,15-19,stranger,1
unknown,nh_white,55-59,15-19,unknown,1
unknown,nh_white,55-59,20-24,acquaintance,5
unknown,nh_white,55-59,20-24,family,3
unknown,nh_white,55-59,20-24,intimate,1
unknown,nh_white,55-59,20-24,stranger,4
unknown,nh_white,55-59,20-24,unknown,4
unknown,nh_white,55-59,25-29,acquaintance,5
unknown,nh_white,55-59,25-29,family,8
