cohort,survey,spec,sex,rule,ref_censuses,n,wN,clamped_share,position,ridit,ridit_se,bins,q1,q1_se,q2,q2_se,q3,q3_se,q4,q4_se,q5,q5_se,mig_c1_none_primary_incomplete,mig_c1_none_primary_incomplete_se,mex_c1_none_primary_incomplete,diff_c1_none_primary_incomplete,diff_c1_none_primary_incomplete_se,mig_c2_primary,mig_c2_primary_se,mex_c2_primary,diff_c2_primary,diff_c2_primary_se,mig_c3_lower_secondary,mig_c3_lower_secondary_se,mex_c3_lower_secondary,diff_c3_lower_secondary,diff_c3_lower_secondary_se,mig_c4_upper_secondary,mig_c4_upper_secondary_se,mex_c4_upper_secondary,diff_c4_upper_secondary,diff_c4_upper_secondary_se,mig_c5_tertiary,mig_c5_tertiary_se,mex_c5_tertiary,diff_c5_tertiary,diff_c5_tertiary_se
1990-1994,2000,main,M,nearest,2000,19444,408054.00000,0.00000,middle (fewer in both tails),0.53643,0.00224,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16120,0.00249,0.18790,0.00242,0.17120,0.00242,0.26287,0.00291,0.21684,0.00298,0.23505,0.00319,0.28464,-0.04959,0.00309,0.27500,0.00339,0.24692,0.02808,0.00339,0.21461,0.00334,0.22057,-0.00596,0.00330,0.17363,0.00308,0.13064,0.04299,0.00307,0.10171,0.00248,0.11723,-0.01552,0.00247
1990-1994,2000,nearest_or_next_census,P,nearest_or_next,2000,36636,769832.00000,0.00000,middle (fewer in both tails),0.53033,0.00174,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16700,0.00199,0.19410,0.00193,0.15186,0.00177,0.28926,0.00237,0.19777,0.00222,0.21712,0.00242,0.25796,-0.04084,0.00235,0.26835,0.00259,0.24292,0.02542,0.00259,0.22657,0.00263,0.23541,-0.00883,0.00261,0.18253,0.00240,0.12534,0.05719,0.00239,0.10543,0.00193,0.13837,-0.03294,0.00193
1990-1994,2000,nearest_or_next_census,H,nearest_or_next,2000,17192,361778.00000,0.00000,middle (fewer in both tails),0.52346,0.00241,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17355,0.00289,0.20111,0.00288,0.13005,0.00239,0.31903,0.00357,0.17626,0.00292,0.19690,0.00327,0.22787,-0.03097,0.00321,0.26084,0.00365,0.23841,0.02243,0.00365,0.24007,0.00381,0.25214,-0.01207,0.00380,0.19256,0.00348,0.11935,0.07321,0.00346,0.10962,0.00273,0.16222,-0.05260,0.00273
1990-1994,2000,nearest_or_next_census,M,nearest_or_next,2000,19444,408054.00000,0.00000,middle (fewer in both tails),0.53643,0.00224,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16120,0.00249,0.18790,0.00242,0.17120,0.00242,0.26287,0.00291,0.21684,0.00298,0.23505,0.00319,0.28464,-0.04959,0.00309,0.27500,0.00339,0.24692,0.02808,0.00339,0.21461,0.00334,0.22057,-0.00596,0.00330,0.17363,0.00308,0.13064,0.04299,0.00307,0.10171,0.00248,0.11723,-0.01552,0.00247
1990-1994,2000,ref2010,P,2010,2010,36636,769832.00000,0.00000,middle (fewer in both tails),0.50936,0.00171,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17753,0.00203,0.20924,0.00197,0.14109,0.00172,0.31993,0.00265,0.15220,0.00210,0.21712,0.00242,0.24259,-0.02546,0.00235,0.26835,0.00259,0.22600,0.04235,0.00259,0.22657,0.00263,0.23997,-0.01340,0.00261,0.18253,0.00240,0.11954,0.06299,0.00238,0.10543,0.00193,0.17190,-0.06647,0.00193
1990-1994,2000,ref2010,H,2010,2010,17192,361778.00000,0.00000,middle (fewer in both tails),0.50471,0.00235,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.18227,0.00293,0.20813,0.00286,0.12576,0.00241,0.35158,0.00399,0.13226,0.00281,0.19690,0.00327,0.21732,-0.02042,0.00321,0.26084,0.00365,0.22037,0.04047,0.00365,0.24007,0.00381,0.25322,-0.01314,0.00380,0.19256,0.00348,0.12016,0.07240,0.00346,0.10962,0.00273,0.18893,-0.07931,0.00273
1990-1994,2000,ref2010,M,2010,2010,19444,408054.00000,0.00000,middle (fewer in both tails),0.51347,0.00219,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17332,0.00257,0.21022,0.00252,0.15469,0.00229,0.29188,0.00325,0.16988,0.00280,0.23505,0.00319,0.26499,-0.02994,0.00309,0.27500,0.00339,0.23100,0.04401,0.00338,0.21461,0.00334,0.22823,-0.01362,0.00330,0.17363,0.00308,0.11899,0.05464,0.00307,0.10171,0.00248,0.15680,-0.05508,0.00248
1990-1994,2000,ref2020,P,2020,2020,36636,769832.00000,0.00000,middle (fewer in both tails),0.48773,0.00164,0-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20055,0.00168,0.21280,0.00159,0.13030,0.00152,0.32637,0.00271,0.12998,0.00201,0.21712,0.00242,0.22253,-0.00541,0.00235,0.26835,0.00259,0.21370,0.05465,0.00259,0.22657,0.00263,0.24750,-0.02093,0.00261,0.18253,0.00240,0.13024,0.05228,0.00238,0.10543,0.00193,0.18603,-0.08060,0.00193
1990-1994,2000,ref2020,H,2020,2020,17192,361778.00000,0.00000,middle (fewer in both tails),0.48548,0.00227,0-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.19987,0.00248,0.21093,0.00229,0.12106,0.00219,0.35655,0.00401,0.11159,0.00259,0.19690,0.00327,0.20262,-0.00572,0.00321,0.26084,0.00365,0.20831,0.05253,0.00365,0.24007,0.00381,0.25297,-0.01289,0.00380,0.19256,0.00348,0.13423,0.05834,0.00346,0.10962,0.00273,0.20188,-0.09226,0.00273
1990-1994,2000,ref2020,M,2020,2020,19444,408054.00000,0.00000,middle (fewer in both tails),0.48972,0.00211,0-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20115,0.00206,0.21445,0.00202,0.13850,0.00198,0.29962,0.00339,0.14629,0.00274,0.23505,0.00319,0.24018,-0.00514,0.00309,0.27500,0.00339,0.21847,0.05653,0.00338,0.21461,0.00334,0.24265,-0.02805,0.00330,0.17363,0.00308,0.12672,0.04692,0.00307,0.10171,0.00248,0.17197,-0.07026,0.00248
1990-1994,2000,arrival_age_18plus,P,nearest,2000,46506,977639.00000,0.00000,middle (fewer in both tails),0.52506,0.00156,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17026,0.00178,0.20180,0.00178,0.14192,0.00156,0.30087,0.00215,0.18515,0.00189,0.19909,0.00208,0.23421,-0.03513,0.00202,0.26930,0.00232,0.24189,0.02741,0.00232,0.24332,0.00241,0.25293,-0.00961,0.00239,0.19152,0.00220,0.12967,0.06185,0.00219,0.09677,0.00165,0.14130,-0.04453,0.00165
1990-1994,2000,arrival_age_18plus,H,nearest,2000,22768,479846.00000,0.00000,middle (fewer in both tails),0.51668,0.00211,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17819,0.00253,0.20931,0.00255,0.12268,0.00207,0.32610,0.00314,0.16372,0.00242,0.18129,0.00276,0.20642,-0.02513,0.00271,0.26587,0.00322,0.23755,0.02832,0.00321,0.25784,0.00341,0.27102,-0.01319,0.00340,0.19772,0.00310,0.12402,0.07370,0.00308,0.09729,0.00225,0.16099,-0.06370,0.00225
1990-1994,2000,arrival_age_18plus,M,nearest,2000,23738,497793.00000,0.00000,middle (fewer in both tails),0.53313,0.00202,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16262,0.00226,0.19455,0.00227,0.16047,0.00217,0.27655,0.00269,0.20580,0.00260,0.21624,0.00279,0.26100,-0.04476,0.00270,0.27262,0.00307,0.24608,0.02654,0.00306,0.22933,0.00310,0.23549,-0.00616,0.00306,0.18554,0.00287,0.13511,0.05043,0.00285,0.09627,0.00218,0.12232,-0.02605,0.00219
1990-1994,2000,arrival_age_25plus,P,nearest,2000,20942,438296.00000,0.00000,middle (fewer in both tails),0.53566,0.00230,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16163,0.00253,0.18494,0.00229,0.17738,0.00236,0.26076,0.00304,0.21528,0.00317,0.27126,0.00347,0.32869,-0.05743,0.00337,0.28193,0.00344,0.24547,0.03646,0.00344,0.18403,0.00320,0.18701,-0.00298,0.00320,0.15307,0.00294,0.10882,0.04425,0.00292,0.10971,0.00261,0.13001,-0.02030,0.00261
1990-1994,2000,arrival_age_25plus,H,nearest,2000,9439,196933.00000,0.00000,middle (fewer in both tails),0.52961,0.00320,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16424,0.00381,0.19152,0.00364,0.15895,0.00333,0.29441,0.00477,0.19089,0.00425,0.24102,0.00474,0.29126,-0.05023,0.00465,0.27140,0.00491,0.24097,0.03043,0.00491,0.20277,0.00477,0.20098,0.00179,0.00479,0.16184,0.00436,0.10345,0.05838,0.00434,0.12296,0.00385,0.16334,-0.04037,0.00385
1990-1994,2000,arrival_age_25plus,M,nearest,2000,11503,241363.00000,0.00000,middle (fewer in both tails),0.54059,0.00293,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15951,0.00308,0.17957,0.00270,0.19243,0.00313,0.23332,0.00366,0.23518,0.00414,0.29593,0.00451,0.35923,-0.06330,0.00438,0.29052,0.00450,0.24914,0.04138,0.00449,0.16873,0.00399,0.17561,-0.00688,0.00397,0.14592,0.00375,0.11320,0.03271,0.00373,0.09890,0.00320,0.10282,-0.00391,0.00319
1990-1994,2000,arrival_age_20plus_certain,P,nearest,2000,32405,679802.00000,0.00000,middle (fewer in both tails),0.53144,0.00185,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16515,0.00210,0.19312,0.00204,0.15837,0.00189,0.28085,0.00249,0.20250,0.00240,0.22713,0.00262,0.27216,-0.04502,0.00254,0.27234,0.00277,0.24332,0.02901,0.00276,0.21718,0.00275,0.22522,-0.00804,0.00273,0.17495,0.00250,0.12266,0.05229,0.00249,0.10841,0.00207,0.13664,-0.02824,0.00207
1990-1994,2000,arrival_age_20plus_certain,H,nearest,2000,14994,315076.00000,0.00000,middle (fewer in both tails),0.52405,0.00256,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17144,0.00307,0.20196,0.00308,0.13611,0.00259,0.30979,0.00380,0.18070,0.00319,0.20520,0.00355,0.24045,-0.03524,0.00348,0.26493,0.00392,0.23864,0.02629,0.00392,0.23047,0.00400,0.24145,-0.01098,0.00400,0.18429,0.00365,0.11684,0.06744,0.00363,0.11512,0.00297,0.16262,-0.04750,0.00297
1990-1994,2000,arrival_age_20plus_certain,M,nearest,2000,17411,364726.00000,0.00000,middle (fewer in both tails),0.53782,0.00237,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15971,0.00262,0.18550,0.00250,0.17760,0.00257,0.25586,0.00305,0.22133,0.00319,0.24608,0.00344,0.29955,-0.05347,0.00333,0.27873,0.00360,0.24737,0.03137,0.00360,0.20570,0.00347,0.21120,-0.00550,0.00344,0.16688,0.00321,0.12768,0.03920,0.00319,0.10261,0.00262,0.11420,-0.01159,0.00262
1990-1994,2000,not_enrolled,P,nearest,2000,34887,732166.00000,0.00000,middle (fewer in both tails),0.52030,0.00178,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17480,0.00208,0.19927,0.00199,0.15429,0.00182,0.28673,0.00243,0.18491,0.00221,0.22749,0.00253,0.25909,-0.03160,0.00245,0.27343,0.00267,0.24283,0.03060,0.00267,0.22668,0.00270,0.23487,-0.00819,0.00268,0.17779,0.00243,0.12503,0.05276,0.00242,0.09462,0.00188,0.13818,-0.04356,0.00189
1990-1994,2000,not_enrolled,H,nearest,2000,16428,345128.00000,0.00000,middle (fewer in both tails),0.51421,0.00246,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.18092,0.00301,0.20562,0.00296,0.13245,0.00246,0.31678,0.00366,0.16423,0.00289,0.20571,0.00341,0.22855,-0.02284,0.00334,0.26574,0.00376,0.23839,0.02735,0.00376,0.24123,0.00391,0.25177,-0.01055,0.00390,0.18859,0.00353,0.11918,0.06941,0.00351,0.09874,0.00267,0.16210,-0.06336,0.00267
1990-1994,2000,not_enrolled,M,nearest,2000,18459,387038.00000,0.00000,middle (fewer in both tails),0.52573,0.00229,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16933,0.00261,0.19361,0.00250,0.17376,0.00250,0.25994,0.00298,0.20335,0.00297,0.24691,0.00334,0.28632,-0.03941,0.00323,0.28028,0.00350,0.24678,0.03350,0.00350,0.21370,0.00342,0.21979,-0.00609,0.00338,0.16816,0.00313,0.13025,0.03791,0.00311,0.09095,0.00241,0.11686,-0.02590,0.00241
1990-1994,2000,both_sex_reference,P,nearest,2000,36636,769832.00000,0.00000,middle (fewer in both tails),0.52970,0.00174,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16734,0.00198,0.19476,0.00189,0.15479,0.00175,0.28253,0.00232,0.20058,0.00220,0.21712,0.00242,0.25717,-0.04005,0.00235,0.26835,0.00259,0.24292,0.02543,0.00259,0.22657,0.00263,0.23542,-0.00884,0.00261,0.18253,0.00240,0.12534,0.05719,0.00238,0.10543,0.00193,0.13916,-0.03373,0.00193
1990-1994,2000,both_sex_reference,H,nearest,2000,17192,361778.00000,0.00000,middle (fewer in both tails),0.54185,0.00241,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15861,0.00275,0.18568,0.00268,0.14717,0.00246,0.30089,0.00338,0.20765,0.00307,0.19690,0.00327,0.24990,-0.05300,0.00322,0.26084,0.00365,0.24318,0.01766,0.00365,0.24007,0.00381,0.23962,0.00045,0.00380,0.19256,0.00348,0.12694,0.06562,0.00346,0.10962,0.00273,0.14035,-0.03073,0.00273
1990-1994,2000,both_sex_reference,M,nearest,2000,19444,408054.00000,0.00000,middle (fewer in both tails),0.51894,0.00223,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17508,0.00258,0.20282,0.00246,0.16155,0.00233,0.26625,0.00297,0.19431,0.00282,0.23505,0.00319,0.26361,-0.02857,0.00309,0.27500,0.00339,0.24268,0.03232,0.00339,0.21461,0.00334,0.23169,-0.01708,0.00330,0.17363,0.00308,0.12392,0.04971,0.00307,0.10171,0.00248,0.13810,-0.03638,0.00247
1990-1994,2000,credential_convention,P,nearest,2000,36636,769832.00000,0.00000,middle (fewer in both tails),0.53033,0.00174,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16700,0.00199,0.19410,0.00193,0.15186,0.00177,0.28926,0.00237,0.19777,0.00222,0.21712,0.00242,0.25796,-0.04084,0.00235,0.26835,0.00259,0.24292,0.02542,0.00259,0.22657,0.00263,0.23541,-0.00883,0.00261,0.22443,0.00260,0.14060,0.08383,0.00259,0.06353,0.00153,0.12311,-0.05958,0.00154
1990-1994,2000,credential_convention,H,nearest,2000,17192,361778.00000,0.00000,middle (fewer in both tails),0.52346,0.00241,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17355,0.00289,0.20111,0.00288,0.13005,0.00239,0.31903,0.00357,0.17626,0.00292,0.19690,0.00327,0.22787,-0.03097,0.00321,0.26084,0.00365,0.23841,0.02243,0.00365,0.24007,0.00381,0.25214,-0.01207,0.00380,0.23956,0.00377,0.13743,0.10213,0.00375,0.06262,0.00210,0.14414,-0.08152,0.00210
1990-1994,2000,credential_convention,M,nearest,2000,19444,408054.00000,0.00000,middle (fewer in both tails),0.53643,0.00224,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16120,0.00249,0.18790,0.00242,0.17120,0.00242,0.26287,0.00291,0.21684,0.00298,0.23505,0.00319,0.28464,-0.04959,0.00309,0.27500,0.00339,0.24692,0.02808,0.00339,0.21461,0.00334,0.22057,-0.00596,0.00330,0.21102,0.00333,0.14341,0.06761,0.00331,0.06432,0.00200,0.10446,-0.04013,0.00200
1990-1994,2000,split_neutral,P,nearest,2000,36636,769832.00000,0.00000,middle (fewer in both tails),0.53033,0.00174,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16700,0.00199,0.19410,0.00193,0.15186,0.00177,0.28926,0.00237,0.19777,0.00222,0.21265,0.00243,0.25796,-0.04531,0.00235,0.27282,0.00263,0.24292,0.02989,0.00263,0.22657,0.00263,0.23541,-0.00883,0.00261,0.18253,0.00240,0.12534,0.05719,0.00239,0.10543,0.00193,0.13837,-0.03294,0.00193
1990-1994,2000,split_neutral,H,nearest,2000,17192,361778.00000,0.00000,middle (fewer in both tails),0.52346,0.00241,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17355,0.00289,0.20111,0.00288,0.13005,0.00239,0.31903,0.00357,0.17626,0.00292,0.19262,0.00328,0.22787,-0.03525,0.00322,0.26513,0.00371,0.23841,0.02671,0.00371,0.24007,0.00381,0.25214,-0.01207,0.00380,0.19256,0.00348,0.11935,0.07321,0.00346,0.10962,0.00273,0.16222,-0.05260,0.00273
1990-1994,2000,split_neutral,M,nearest,2000,19444,408054.00000,0.00000,middle (fewer in both tails),0.53643,0.00224,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16120,0.00249,0.18790,0.00242,0.17120,0.00242,0.26287,0.00291,0.21684,0.00298,0.23042,0.00320,0.28464,-0.05422,0.00310,0.27963,0.00344,0.24692,0.03271,0.00344,0.21461,0.00334,0.22057,-0.00596,0.00330,0.17363,0.00308,0.13064,0.04299,0.00307,0.10171,0.00248,0.11723,-0.01552,0.00247
1990-1994,2000,split_low,P,nearest,2000,36636,769832.00000,0.00000,"bottom (more at bottom, fewer at top)",0.53033,0.00174,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16700,0.00199,0.19410,0.00193,0.15186,0.00177,0.28926,0.00237,0.19777,0.00222,0.40353,0.00311,0.25796,0.14556,0.00304,0.08194,0.00166,0.24292,-0.16098,0.00167,0.22657,0.00263,0.23541,-0.00883,0.00261,0.18253,0.00240,0.12534,0.05719,0.00239,0.10543,0.00193,0.13837,-0.03294,0.00193
1990-1994,2000,split_low,H,nearest,2000,17192,361778.00000,0.00000,"bottom (more at bottom, fewer at top)",0.52346,0.00241,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17355,0.00289,0.20111,0.00288,0.13005,0.00239,0.31903,0.00357,0.17626,0.00292,0.37239,0.00430,0.22787,0.14452,0.00424,0.08535,0.00242,0.23841,-0.15306,0.00242,0.24007,0.00381,0.25214,-0.01207,0.00380,0.19256,0.00348,0.11935,0.07321,0.00346,0.10962,0.00273,0.16222,-0.05260,0.00273
1990-1994,2000,split_low,M,nearest,2000,19444,408054.00000,0.00000,"bottom (more at bottom, fewer at top)",0.53643,0.00224,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16120,0.00249,0.18790,0.00242,0.17120,0.00242,0.26287,0.00291,0.21684,0.00298,0.43113,0.00403,0.28464,0.14649,0.00393,0.07892,0.00220,0.24692,-0.16800,0.00221,0.21461,0.00334,0.22057,-0.00596,0.00330,0.17363,0.00308,0.13064,0.04299,0.00307,0.10171,0.00248,0.11723,-0.01552,0.00247
1990-1994,2000,split_high,P,nearest,2000,36636,769832.00000,0.00000,middle (fewer in both tails),0.53033,0.00174,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16700,0.00199,0.19410,0.00193,0.15186,0.00177,0.28926,0.00237,0.19777,0.00222,0.18878,0.00248,0.25796,-0.06918,0.00241,0.29669,0.00286,0.24292,0.05376,0.00286,0.22657,0.00263,0.23541,-0.00883,0.00261,0.18253,0.00240,0.12534,0.05719,0.00239,0.10543,0.00193,0.13837,-0.03294,0.00193
1990-1994,2000,split_high,H,nearest,2000,17192,361778.00000,0.00000,middle (fewer in both tails),0.52346,0.00241,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17355,0.00289,0.20111,0.00288,0.13005,0.00239,0.31903,0.00357,0.17626,0.00292,0.17078,0.00335,0.22787,-0.05710,0.00329,0.28697,0.00401,0.23841,0.04855,0.00401,0.24007,0.00381,0.25214,-0.01207,0.00380,0.19256,0.00348,0.11935,0.07321,0.00346,0.10962,0.00273,0.16222,-0.05260,0.00273
1990-1994,2000,split_high,M,nearest,2000,19444,408054.00000,0.00000,middle (fewer in both tails),0.53643,0.00224,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16120,0.00249,0.18790,0.00242,0.17120,0.00242,0.26287,0.00291,0.21684,0.00298,0.20475,0.00329,0.28464,-0.07989,0.00319,0.30530,0.00375,0.24692,0.05838,0.00375,0.21461,0.00334,0.22057,-0.00596,0.00330,0.17363,0.00308,0.13064,0.04299,0.00307,0.10171,0.00248,0.11723,-0.01552,0.00247
1990-1994,2000,12th_no_diploma_as_upper_secondary,P,nearest,2000,36636,769832.00000,0.00000,middle (fewer in both tails),0.53489,0.00177,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16700,0.00199,0.19410,0.00193,0.15186,0.00177,0.26659,0.00217,0.22044,0.00222,0.21712,0.00242,0.25796,-0.04084,0.00235,0.26835,0.00259,0.24292,0.02542,0.00259,0.15729,0.00227,0.23541,-0.07812,0.00227,0.25181,0.00270,0.12534,0.12648,0.00269,0.10543,0.00193,0.13837,-0.03294,0.00193
1990-1994,2000,12th_no_diploma_as_upper_secondary,H,nearest,2000,17192,361778.00000,0.00000,middle (fewer in both tails),0.52820,0.00244,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17355,0.00289,0.20111,0.00288,0.13005,0.00239,0.30094,0.00334,0.19435,0.00290,0.19690,0.00327,0.22787,-0.03097,0.00321,0.26084,0.00365,0.23841,0.02243,0.00365,0.16397,0.00330,0.25214,-0.08817,0.00332,0.26866,0.00393,0.11935,0.14931,0.00391,0.10962,0.00273,0.16222,-0.05260,0.00273
1990-1994,2000,12th_no_diploma_as_upper_secondary,M,nearest,2000,19444,408054.00000,0.00000,middle (fewer in both tails),0.54082,0.00227,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16120,0.00249,0.18790,0.00242,0.17120,0.00242,0.23613,0.00259,0.24358,0.00299,0.23505,0.00319,0.28464,-0.04959,0.00309,0.27500,0.00339,0.24692,0.02808,0.00339,0.15136,0.00291,0.22057,-0.06920,0.00289,0.23687,0.00346,0.13064,0.10623,0.00344,0.10171,0.00248,0.11723,-0.01552,0.00247
1990-1994,2000,secundaria_as_diploma_0.25,P,nearest,2000,42307,769832.00000,0.00000,middle (fewer in both tails),0.52178,0.00170,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16700,0.00199,0.19467,0.00193,0.17635,0.00172,0.27859,0.00228,0.18340,0.00216,0.21712,0.00242,0.25796,-0.04084,0.00235,0.26835,0.00259,0.24292,0.02542,0.00259,0.26593,0.00256,0.23541,0.03052,0.00253,0.14317,0.00189,0.12534,0.01784,0.00188,0.10543,0.00193,0.13837,-0.03294,0.00193
1990-1994,2000,secundaria_as_diploma_0.25,H,nearest,2000,20009,361778.00000,0.00000,middle (fewer in both tails),0.51414,0.00234,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17355,0.00289,0.20231,0.00287,0.15885,0.00234,0.29980,0.00339,0.16550,0.00289,0.19690,0.00327,0.22787,-0.03097,0.00321,0.26084,0.00365,0.23841,0.02243,0.00365,0.28172,0.00369,0.25214,0.02958,0.00367,0.15091,0.00274,0.11935,0.03156,0.00272,0.10962,0.00273,0.16222,-0.05260,0.00273
1990-1994,2000,secundaria_as_diploma_0.25,M,nearest,2000,22298,408054.00000,0.00000,middle (fewer in both tails),0.52855,0.00218,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16120,0.00249,0.18790,0.00242,0.19186,0.00237,0.25978,0.00285,0.19927,0.00286,0.23505,0.00319,0.28464,-0.04959,0.00309,0.27500,0.00339,0.24692,0.02808,0.00339,0.25193,0.00326,0.22057,0.03136,0.00321,0.13631,0.00244,0.13064,0.00567,0.00242,0.10171,0.00248,0.11723,-0.01552,0.00247
1990-1994,2000,secundaria_as_diploma_0.5,P,nearest,2000,42307,769832.00000,0.00000,middle (fewer in both tails),0.51323,0.00166,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16700,0.00199,0.19523,0.00193,0.20083,0.00177,0.26791,0.00223,0.16903,0.00212,0.21712,0.00242,0.25796,-0.04084,0.00235,0.26835,0.00259,0.24292,0.02542,0.00259,0.30528,0.00261,0.23541,0.06988,0.00257,0.10382,0.00142,0.12534,-0.02152,0.00142,0.10543,0.00193,0.13837,-0.03294,0.00193
1990-1994,2000,secundaria_as_diploma_0.5,H,nearest,2000,20009,361778.00000,0.00000,middle (fewer in both tails),0.50482,0.00228,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17355,0.00289,0.20350,0.00287,0.18764,0.00244,0.28057,0.00327,0.15474,0.00287,0.19690,0.00327,0.22787,-0.03097,0.00321,0.26084,0.00365,0.23841,0.02243,0.00365,0.32338,0.00375,0.25214,0.07123,0.00371,0.10926,0.00206,0.11935,-0.01009,0.00206,0.10962,0.00273,0.16222,-0.05260,0.00273
1990-1994,2000,secundaria_as_diploma_0.5,M,nearest,2000,22298,408054.00000,0.00000,middle (fewer in both tails),0.52068,0.00213,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16120,0.00249,0.18790,0.00242,0.21253,0.00240,0.25668,0.00284,0.18169,0.00278,0.23505,0.00319,0.28464,-0.04959,0.00309,0.27500,0.00339,0.24692,0.02808,0.00339,0.28925,0.00333,0.22057,0.06868,0.00327,0.09899,0.00185,0.13064,-0.03165,0.00184,0.10171,0.00248,0.11723,-0.01552,0.00247
1995-1999,2000,main,P,nearest,2000,56793,1214773.00000,0.00000,middle (fewer in both tails),0.52809,0.00155,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17115,0.00171,0.20765,0.00173,0.12658,0.00141,0.30077,0.00209,0.19386,0.00184,0.18366,0.00193,0.21799,-0.03432,0.00186,0.27036,0.00225,0.23918,0.03118,0.00225,0.23994,0.00227,0.26737,-0.02744,0.00226,0.19850,0.00221,0.13121,0.06729,0.00219,0.10754,0.00164,0.14424,-0.03671,0.00164
1995-1999,2000,main,H,nearest,2000,32076,688020.00000,0.00000,middle (fewer in both tails),0.51529,0.00197,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.18180,0.00229,0.21676,0.00230,0.11565,0.00177,0.31365,0.00279,0.17214,0.00219,0.17133,0.00243,0.19472,-0.02340,0.00238,0.27504,0.00295,0.23571,0.03934,0.00295,0.25101,0.00299,0.28366,-0.03266,0.00298,0.20000,0.00287,0.12748,0.07252,0.00286,0.10262,0.00204,0.15842,-0.05580,0.00204
